Sonolab Version Required,Instrument,Vessel,Volume (ul),Rack,Plate/Rack Definition/Insert,Waveguide/Intensifier,Temp ©,Analytical System,Base Pair Mode (bp),Repeat/Iterations (#),Repeat Process Treatment Duration (s),Peak Power (W),Duty Factor (%),Cycles per Burst (#),Total Treatment Time per sample (s),Energy (J),Z Height,Water Level,Dither,Column1
0,ME220,520045,130,500514,520045.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,75,25,1000,225,4218.75,NA,NA,NA,
0,ME220,520045,130,500514,520045.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,70,20,1000,130,1820,NA,NA,NA,
0,ME220,520045,130,500514,520045.2,500526,20,NA,200,NA,NA,70,20,1000,130,1820,NA,NA,NA,
0,ME220,520045,130,500514,520045.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,70,20,1000,42,588,NA,NA,NA,
0,ME220,520045,130,500514,520045.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,40,10,1000,65,260,NA,NA,NA,
0,ME220,520052,130,500514,520052.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,75,25,1000,240,4500,NA,NA,NA,
0,ME220,520052,130,500514,520052.2,500526,20,NA,150,NA,NA,75,25,1000,240,4500,NA,NA,NA,
0,ME220,520052,130,500514,520052.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,70,20,1000,140,1960,NA,NA,NA,
0,ME220,520052,130,500514,520052.2,500526,20,NA,200,NA,NA,70,20,1000,140,1960,NA,NA,NA,
0,ME220,520052,130,500514,520052.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,70,20,1000,45,630,NA,NA,NA,
0,ME220,520052,130,500514,520052.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,40,10,1000,65,260,NA,NA,NA,
0,ME220,520053,130,500514,520053.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,75,25,1000,225,4218.75,NA,NA,NA,
0,ME220,520053,130,500514,520053.2,500526,20,NA,150,NA,NA,75,25,1000,225,4218.75,NA,NA,NA,
0,ME220,520053,130,500514,520053.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,70,20,1000,130,1820,NA,NA,NA,
0,ME220,520053,130,500514,520053.2,500526,20,NA,200,NA,NA,70,20,1000,130,1820,NA,NA,NA,
0,ME220,520053,130,500514,520053.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,70,20,1000,38,532,NA,NA,NA,
0,ME220,520053,130,500514,520053.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,40,10,1000,55,220,NA,NA,NA,
0,ME220,520145,15,500522,520145.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,50,30,50,140,2100,NA,NA,NA,
0,ME220,520145,15,500522,520145.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,50,30,50,70,1050,NA,NA,NA,
0,ME220,520145,15,500522,520145.2,500534,20,NA,200,NA,NA,50,30,50,70,1050,NA,NA,NA,
0,ME220,520145,15,500522,520145.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,30,20,50,40,240,NA,NA,NA,
0,ME220,520145,15,500522,520145.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,18,10,200,55,99,NA,NA,NA,
0,ME220,520159,15,500518,520519.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,50,30,50,140,2100,NA,NA,NA,
0,ME220,520159,15,500518,520159.2,500526,20,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4627,150,NA,NA,50,30,50,140,2100,NA,NA,NA,
0,ME220,520159,15,500518,520519.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,50,30,50,70,1050,NA,NA,NA,
0,ME220,520159,15,500522,520159.2,500534,20,NA,200,NA,NA,50,30,50,70,1050,NA,NA,NA,
0,ME220,520159,15,500518,520519.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,30,20,50,40,240,NA,NA,NA,
0,ME220,520159,15,500518,520519.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,15,20,200,45,135,NA,NA,NA,
0,ME220,520166,55,500522,520166.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,75,25,1000,180,3375,NA,NA,NA,
0,ME220,520166,55,500522,520166.2,500534,20,NA,150,NA,NA,75,25,1000,180,3375,NA,NA,NA,
0,ME220,520166,55,500522,520166.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,75,25,1000,90,1687.5,NA,NA,NA,
0,ME220,520166,55,500522,520166.2,500534,20,NA,200,NA,NA,75,25,1000,90,1687.5,NA,NA,NA,
0,ME220,520166,55,500522,520166.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,50,10,1000,72,360,NA,NA,NA,
0,ME220,520166,55,500522,520166.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,25,10,1000,52,130,NA,NA,NA,
0,ME220,520174,55,500518,520174.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,50,30,1000,214,3210,NA,NA,NA,
0,ME220,520174,55,500518,520174.2,500526,20,NA,150,NA,NA,50,30,1000,214,3210,NA,NA,NA,
8.0.2,ME220,520174,55,500518,520174.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4626,150,23,10,50,30,1000,230,3450,NA,NA,NA,
8.0.2,ME220,520174,55,500518,520174.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4628,150,23,10,50,30,1000,230,3450,NA,NA,NA,
0,ME220,520174,55,500518,520174.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,50,30,1000,125,1875,NA,NA,NA,
0,ME220,520174,55,500518,520174.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,50,20,1000,45,450,NA,NA,NA,
8.0.2,ME220,520174,55,500518,520174.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4626,350,7,10,50,20,1000,70,700,NA,NA,NA,
0,ME220,520174,55,500518,520174.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,50,10,1000,40,200,NA,NA,NA,
0,ME220,520185,320,500525,520185.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-4626,550,NA,NA,75,20,1000,65,975,NA,NA,NA,
0,ME220,520216,130,500522,520216.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,75,25,1000,225,4218.75,NA,NA,NA,
0,ME220,520216,130,500522,520216.2,500534,20,NA,150,NA,NA,75,25,1000,225,4218.75,NA,NA,NA,
8.0.2,ME220,520216,130,500522,520216.2,500534,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4626,150,25,10,75,25,50,250,4687.5,NA,NA,NA,
8.0.2,ME220,520216,130,500522,520216.2,500534,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4628,150,25,10,75,25,50,250,4687.5,NA,NA,NA,
0,ME220,520216,130,500522,520216.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,70,20,1000,130,1820,NA,NA,NA,
0,ME220,520216,130,500522,520216.2,500526,20,NA,200,NA,NA,70,20,1000,140,1960,NA,NA,NA,
0,ME220,520216,130,500522,520216.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,70,20,1000,42,588,NA,NA,NA,
8.0.2,ME220,520216,130,500522,520216.2,500534,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4626,350,6,10,70,20,50,60,840,NA,NA,NA,
0,ME220,520216,130,500522,520216.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,40,10,1000,65,260,NA,NA,NA,
0,ME220,520217,130,500518,520217.2,500534,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,75,25,1000,225,4218.75,NA,NA,NA,
0,ME220,520217,130,500518,520217.2,500526,20,NA,150,NA,NA,75,25,1000,225,4218.75,NA,NA,NA,
8.0.2,ME220,520217,130,500518,520217.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4626,150,30,10,75,25,50,300,5625,NA,NA,NA,
8.0.2,ME220,520217,130,500518,520217.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4628,150,10,30,75,25,50,300,5625,NA,NA,NA,
0,ME220,520217,130,500518,520217.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,70,20,1000,130,1820,NA,NA,NA,
0,ME220,520217,130,500518,520217.2,500526,20,NA,200,NA,NA,70,20,1000,130,1820,NA,NA,NA,
0,ME220,520217,55,500518,520217.2,500526,20,NA,200,NA,NA,50,30,1000,125,1875,NA,NA,NA,
0,ME220,520217,130,500518,520217.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,70,20,1000,42,588,NA,NA,NA,
8.0.2,ME220,520217,130,500518,520217.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4626,350,6,10,70,20,1000,60,840,NA,NA,NA,
0,ME220,520217,130,500518,520217.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,40,10,1000,65,260,NA,NA,NA,
0,ME220,520239,130,500518,520239.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,75,25,1000,225,4218.75,NA,NA,NA,
0,ME220,520239,130,500518,520239.2,500526,20,NA,150,NA,NA,75,25,1000,225,4218.75,NA,NA,NA,
8.0.2,ME220,520239,130,500518,520239.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4626,150,30,10,75,25,50,300,5625,NA,NA,NA,
8.0.2,ME220,520239,130,500518,520239.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4628,150,10,30,75,25,50,300,5625,NA,NA,NA,
0,ME220,520239,130,500518,520239.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,70,20,1000,130,1820,NA,NA,NA,
0,ME220,520239,130,500518,520239.2,500526,20,NA,200,NA,NA,70,20,1000,130,1820,NA,NA,NA,
0,ME220,520239,130,500518,520239.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,70,20,1000,42,588,NA,NA,NA,
8.0.2,ME220,520239,130,500518,520239.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4626,350,6,10,70,20,1000,60,840,NA,NA,NA,
0,ME220,520239,130,500518,520239.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,40,10,1000,65,260,NA,NA,NA,
0,ME220,520240,55,500518,520240.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,50,30,1000,214,3210,NA,NA,NA,
0,ME220,520240,55,500518,520240.2,500526,20,NA,150,NA,NA,50,30,1000,214,3210,NA,NA,NA,
8.0.2,ME220,520240,55,500518,520240.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4626,150,23,10,50,30,1000,230,3450,NA,NA,NA,
8.0.2,ME220,520240,55,500518,520240.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4628,150,23,10,50,30,1000,230,3450,NA,NA,NA,
0,ME220,520240,55,500518,520240.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,50,30,1000,125,1875,NA,NA,NA,
0,ME220,520240,55,500518,520240.2,500526,20,NA,200,NA,NA,50,30,1000,125,1875,NA,NA,NA,
0,ME220,520240,55,500518,520240.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,50,20,1000,45,450,NA,NA,NA,
8.0.2,ME220,520240,55,500518,520240.2,500526,12,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4626,350,7,10,50,20,1000,70,700,NA,NA,NA,
0,ME220,520240,55,500518,520240.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,50,10,1000,40,200,NA,NA,NA,
0,ME220,520241,15,500518,520241.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,50,30,50,140,2100,NA,NA,NA,
0,ME220,520241,15,500518,520241.2,500526,20,Agilent Bioanalyzer High Sensitivity DNA Kit cat# 5067-4628,150,NA,NA,50,30,50,140,2100,NA,NA,NA,
0,ME220,520241,15,500518,520241.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,50,30,50,70,1050,NA,NA,NA,
0,ME220,520241,15,500522,520241.2,500534,20,NA,200,NA,NA,50,30,50,70,1050,NA,NA,NA,
0,ME220,520241,15,500518,520241.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,30,20,50,40,240,NA,NA,NA,
0,ME220,520241,15,500518,520241.2,500526,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,15,20,200,45,135,NA,NA,NA,
0,LE220,520291,20,500684,LE220plus_500684 96 AFA-TUBE TPX Plate 1.8 offset,NA,10,"Agilent, HS NGS Fragment Kit (1 to 6000bp) cat# DNF-474",175,NA,NA,200,25,50,200,10000,NA,NA,1 mm Y-dither at 20 mm/s,
0,LE220,520291,50,500684,LE220plus_500684 96 AFA-TUBE TPX Plate 1.8 offset,NA,10,"Agilent, HS NGS Fragment Kit (1 to 6000bp) cat# DNF-474",350,NA,NA,200,25,50,85,4250,NA,NA,1 mm Y-dither at 20 mm/s,
0,LE220,520292,20,500685,LE220plus_500685 96 AFA-TUBE TPX Plate 1.8 offset,NA,10,"Agilent, HS NGS Fragment Kit (1 to 6000bp) cat# DNF-474",175,NA,NA,220,25,50,200,11000,NA,NA,1 mm Y-dither at 20 mm/s,
0,LE220,520292,50,500685,LE220plus_500685 96 AFA-TUBE TPX Plate 1.8 offset,NA,10,"Agilent, HS NGS Fragment Kit (1 to 6000bp) cat# DNF-474",350,NA,NA,220,25,50,85,4675,NA,NA,1 mm Y-dither at 20 mm/s,
0,LE220,520159,15,500445,LE220plus_500445 Rack-LV 12 Place 8 microTUBE-15 Strip V2 -4mm offset,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,180,30,50,250,13500,NA,NA,5 mm Y-dither at 20 mm/s,
0,LE220,520159,15,500445,LE220plus_500445 Rack-LV 12 Place 8 microTUBE-15 Strip V2 -4mm offset,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,180,30,50,120,6480,NA,NA,5 mm Y-dither at 20 mm/s,
0,LE220,520159,15,500445,LE220plus_500445 Rack-LV 12 Place 8 microTUBE-15 Strip V2 -4mm offset,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,250,NA,NA,180,20,50,105,3780,NA,NA,5 mm Y-dither at 20 mm/s,
0,LE220,520159,15,500445,LE220plus_500445 Rack-LV 12 Place 8 microTUBE-15 Strip V2 -4mm offset,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,180,15,50,75,2025,NA,NA,5 mm Y-dither at 20 mm/s,
0,LE220,520159,15,500445,LE220plus_500445 Rack-LV 12 Place 8 microTUBE-15 Strip V2 -4mm offset,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,180,15,50,40,1080,NA,NA,5 mm Y-dither at 20 mm/s,
0,LE220,520241,15,500445,LE220plus_500445 Rack-LV 12 Place 8 microTUBE-15 Strip V2 -4mm offset,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,150,NA,NA,180,30,50,250,13500,NA,NA,5 mm Y-dither at 20 mm/s,
0,LE220,520241,15,500445,LE220plus_500445 Rack-LV 12 Place 8 microTUBE-15 Strip V2 -4mm offset,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,200,NA,NA,180,30,50,120,6480,NA,NA,5 mm Y-dither at 20 mm/s,
0,LE220,520241,15,500445,LE220plus_500445 Rack-LV 12 Place 8 microTUBE-15 Strip V2 -4mm offset,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,250,NA,NA,180,20,50,105,3780,NA,NA,5 mm Y-dither at 20 mm/s,
0,LE220,520241,15,500445,LE220plus_500445 Rack-LV 12 Place 8 microTUBE-15 Strip V2 -4mm offset,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,350,NA,NA,180,15,50,75,2025,NA,NA,5 mm Y-dither at 20 mm/s,
0,LE220,520241,15,500445,LE220plus_500445 Rack-LV 12 Place 8 microTUBE-15 Strip V2 -4mm offset,NA,20,Agilent Bioanalyzer DNA 1200 Kit cat# 5067-1509,550,NA,NA,180,15,50,40,1080,NA,NA,5 mm Y-dither at 20 mm/s,
